BirthPlace,MLB,NBA,NFL,Total,Rank
"Newell, WV",1347.0,1347.0,2438.0,5132.0,4592.0
"Newfoundland, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Newington, CT",1347.0,1347.0,2438.0,5132.0,4592.0
"Newman, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Newort News, VA",1347.0,1347.0,2438.0,5132.0,4592.0
"Newport, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Newport, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"New Troy, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Norway, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Norwich, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Notasulga, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Ogilvie, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Oglethorpe, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Oil Hill, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Okeene, OK",1347.0,1347.0,2438.0,5132.0,4592.0
"Okemos, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Olawalu, HI",1347.0,1347.0,2438.0,5132.0,4592.0
"Old Greenwich, CT",1347.0,1347.0,2438.0,5132.0,4592.0
"Old Gulf, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Old Rochester, MA",1347.0,1347.0,2438.0,5132.0,4592.0
"Olean, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Oliva, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Olomouc, Czech Republic",1347.0,1347.0,2438.0,5132.0,4592.0
"Olongopo, Phillipines",1347.0,1347.0,2438.0,5132.0,4592.0
"Olton, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Ogden, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Omagh, Ireland",1347.0,1347.0,2438.0,5132.0,4592.0
"Onago, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Onalaska, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Onarga, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Onego, WV",1347.0,1347.0,2438.0,5132.0,4592.0
"Oneida, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Oneida, SD",1347.0,1347.0,2438.0,5132.0,4592.0
"Onitsha, Nigeria",1347.0,1347.0,2438.0,5132.0,4592.0
"Onlslow County, NC",1347.0,1347.0,2438.0,5132.0,4592.0
"Ooletewah, TN",1347.0,1347.0,2438.0,5132.0,4592.0
"Opa Locka, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Opa-locka, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Opalocka, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Opole, Poland",1347.0,1347.0,2438.0,5132.0,4592.0
"Oradell, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Omak, WA",1347.0,1347.0,2438.0,5132.0,4592.0
"New Baltimore, MD",1347.0,1347.0,2438.0,5132.0,4592.0
"Ogden, AR",1347.0,1347.0,2438.0,5132.0,4592.0
"Odessa, WA",1347.0,1347.0,2438.0,5132.0,4592.0
"Novi, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Novice, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Noxubee County, MS",1347.0,1347.0,2438.0,5132.0,4592.0
"Noynton Beach, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Nu'ukalofa, Tonga",1347.0,1347.0,2438.0,5132.0,4592.0
"Nu'uli, American Samoa",1347.0,1347.0,2438.0,5132.0,4592.0
"Nu'uuli, American Samoa",1347.0,1347.0,2438.0,5132.0,4592.0
"Nueces County, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Nuremberg, Germany",1347.0,1347.0,2438.0,5132.0,4592.0
"O'Fallon, MO",1347.0,1347.0,2438.0,5132.0,4592.0
"OH Township, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Oahu, HI",1347.0,1347.0,2438.0,5132.0,4592.0
"Oak Cliff, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Oak Harbor, WA",1347.0,1347.0,2438.0,5132.0,4592.0
"Oelweinm, IA",1347.0,1347.0,2438.0,5132.0,4592.0
"Oak Park, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Oakfield, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Oakley, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Oakwood, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Oakwood, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Oberlin, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Oberlin, LA",1347.0,1347.0,2438.0,5132.0,4592.0
"Ocean Springs, MS",1347.0,1347.0,2438.0,5132.0,4592.0
"Ocheyedan, IA",1347.0,1347.0,2438.0,5132.0,4592.0
"Ochitree County, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Oconto Falls, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Odanah, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Odebolt, IA",1347.0,1347.0,2438.0,5132.0,4592.0
"Odenville, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Odessa, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Oak Ridge, LA",1347.0,1347.0,2438.0,5132.0,4592.0
"Grantsville, UT",1347.0,1347.0,2438.0,5132.0,4592.0
"Manville, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Mantua, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Howell, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Howkan, AK",1347.0,1347.0,2438.0,5132.0,4592.0
"Hoxie, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Hudsonville, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Huger, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Hughesville, MO",1347.0,1347.0,2438.0,5132.0,4592.0
"Hughesville, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hugo, OK",1347.0,1347.0,2438.0,5132.0,4592.0
"Hull, Canada",1347.0,1347.0,2438.0,5132.0,4592.0
"Humboldt, TN",1347.0,1347.0,2438.0,5132.0,4592.0
"Hunt County, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Hunterton County, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Huntingdon Valley, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Huntsville, AR",1347.0,1347.0,2438.0,5132.0,4592.0
"Hurley, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Huron, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Hurst, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Hutchinson, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Hutto, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Hyannis, MA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hyden, KY",1347.0,1347.0,2438.0,5132.0,4592.0
"Hygiene, CO",1347.0,1347.0,2438.0,5132.0,4592.0
"IN County, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Iao Valley, HI",1347.0,1347.0,2438.0,5132.0,4592.0
"Icard, NC",1347.0,1347.0,2438.0,5132.0,4592.0
"Idyllwild, CA",1347.0,1347.0,2438.0,5132.0,4592.0
"Ikaris, Greece",1347.0,1347.0,2438.0,5132.0,4592.0
"Imlay City, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Independence, IA",1347.0,1347.0,2438.0,5132.0,4592.0
"Howe, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Howard County, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Houlton, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hopkins, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Hightstown, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Higley, AZ",1347.0,1347.0,2438.0,5132.0,4592.0
"Hilliard, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Hillsboro, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hillsboro, ND",1347.0,1347.0,2438.0,5132.0,4592.0
"Hillsborough, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Hillside, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Hinds County, MS",1347.0,1347.0,2438.0,5132.0,4592.0
"Hinton, WV",1347.0,1347.0,2438.0,5132.0,4592.0
"Hodges, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Hohenwald, TN",1347.0,1347.0,2438.0,5132.0,4592.0
"Hoisington, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Holden, MA",1347.0,1347.0,2438.0,5132.0,4592.0
"Holgate, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Indialantic, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Holiday, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Holly Grove, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Holly Ridge, NC",1347.0,1347.0,2438.0,5132.0,4592.0
"Holly, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hollywood Hills, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Holopaw, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Holyoke, CO",1347.0,1347.0,2438.0,5132.0,4592.0
"Homeland, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Hondo, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Honey Grove, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Hood County, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Hooevha, HI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hope, RI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hopeland, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Hopewell, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Hollsopple, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Highland Falls, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Indian Harbor, IN",1347.0,1347.0,2438.0,5132.0,4592.0
"Indiantown, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Jefferson County, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Jefferson, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jefferson, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Jefferson, SD",1347.0,1347.0,2438.0,5132.0,4592.0
"Jena, LA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jenkins Twp., PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jennings, OK",1347.0,1347.0,2438.0,5132.0,4592.0
"Jere, WV",1347.0,1347.0,2438.0,5132.0,4592.0
"Jerome, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jersey Shore, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jerseyville, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Jetmore, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Jewell Ridge, VA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jewett City, CT",1347.0,1347.0,2438.0,5132.0,4592.0
"Joaquin, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Johnsburg, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Johnson County, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Johnson, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Johnsonville, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Johnston City, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Johnston, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Johnston, RI",1347.0,1347.0,2438.0,5132.0,4592.0
"Johnston, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Joilet, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Jones Creek, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jonesboro, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Jonestown, MS",1347.0,1347.0,2438.0,5132.0,4592.0
"Joppa, MD",1347.0,1347.0,2438.0,5132.0,4592.0
"Jordan, MT",1347.0,1347.0,2438.0,5132.0,4592.0
"Jefferson County, IN",1347.0,1347.0,2438.0,5132.0,4592.0
"Jeanette, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jeanesville, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jeanerette, LA",1347.0,1347.0,2438.0,5132.0,4592.0
"Indio, CA",1347.0,1347.0,2438.0,5132.0,4592.0
"Ingleside, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Ingomar, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Inkster, ND",1347.0,1347.0,2438.0,5132.0,4592.0
"International Falls, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Inver Grove Heights, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Inwood, IA",1347.0,1347.0,2438.0,5132.0,4592.0
"Inwood, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Ione, WA",1347.0,1347.0,2438.0,5132.0,4592.0
"Irabo, Congo",1347.0,1347.0,2438.0,5132.0,4592.0
"Iron Ridge, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Iron River, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Ironwood, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Irvington, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Indian Orchard, MA",1347.0,1347.0,2438.0,5132.0,4592.0
"Irwin, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jackson County, IN",1347.0,1347.0,2438.0,5132.0,4592.0
"Jackson County, MO",1347.0,1347.0,2438.0,5132.0,4592.0
"Jackson County, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Jackson, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Jackson, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Jackson, WY",1347.0,1347.0,2438.0,5132.0,4592.0
"Jacksonboro, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Jamesport, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Jamestown, IN",1347.0,1347.0,2438.0,5132.0,4592.0
"Jamestown, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Jamesville, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Janesville, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Jasonville, IN",1347.0,1347.0,2438.0,5132.0,4592.0
"Jasper, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Ivor, VA",1347.0,1347.0,2438.0,5132.0,4592.0
"High Springs, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"High Shoals Township, NC",1347.0,1347.0,2438.0,5132.0,4592.0
"Hico, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Guin, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Gunnison, MS",1347.0,1347.0,2438.0,5132.0,4592.0
"Guntersville, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Gunzburg, Germany",1347.0,1347.0,2438.0,5132.0,4592.0
"Guthrie Center, IA",1347.0,1347.0,2438.0,5132.0,4592.0
"Guyton, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Habersham County, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Haddock, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hagerman, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Hahnville, LA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hai'api, Tonga",1347.0,1347.0,2438.0,5132.0,4592.0
"Haleyville, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Halifax County, VA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hall County, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Hallandale, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Haltom City, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Haltom, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamburg, Germany",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamburg, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamel, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamilton, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamilton, Bermuda",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamilton, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamilton, KS",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamilton, MS",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamilton, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamlin, WV",1347.0,1347.0,2438.0,5132.0,4592.0
"Hammondsport, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Hampstead, MD",1347.0,1347.0,2438.0,5132.0,4592.0
"Guilford, CT",1347.0,1347.0,2438.0,5132.0,4592.0
"Guilford County, NC",1347.0,1347.0,2438.0,5132.0,4592.0
"Guanajuato, Mexico",1347.0,1347.0,2438.0,5132.0,4592.0
"Grundy Center, IA",1347.0,1347.0,2438.0,5132.0,4592.0
"Grapeland, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Gray Horse, OK",1347.0,1347.0,2438.0,5132.0,4592.0
"Graymont, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Grays Lake, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Grayson, LA",1347.0,1347.0,2438.0,5132.0,4592.0
"Great Barrington, MA",1347.0,1347.0,2438.0,5132.0,4592.0
"Great Falls, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Great Lakes Naval Base, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Greeleyville, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Green County, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Green Pond, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Greene County, MO",1347.0,1347.0,2438.0,5132.0,4592.0
"Greenfield, TN",1347.0,1347.0,2438.0,5132.0,4592.0
"Greenlawn, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Hampton, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Greensboro, AR",1347.0,1347.0,2438.0,5132.0,4592.0
"Greenup, KY",1347.0,1347.0,2438.0,5132.0,4592.0
"Greenvale, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Greenville, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Greenville, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Greenville, VA",1347.0,1347.0,2438.0,5132.0,4592.0
"Greenwald, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Greenwich, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Greenwood, IN",1347.0,1347.0,2438.0,5132.0,4592.0
"Greer, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Gretna, NE",1347.0,1347.0,2438.0,5132.0,4592.0
"Griffithsville, WV",1347.0,1347.0,2438.0,5132.0,4592.0
"Grimes County, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Grindstone, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Groveland, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Greensboro, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hampton, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hamstead, NC",1347.0,1347.0,2438.0,5132.0,4592.0
"Hanceville, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Hawthorne, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Hazel Crest, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Hazel Park, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hazelhurst, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hazlehurst, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hazlehurst, MS",1347.0,1347.0,2438.0,5132.0,4592.0
"Hazlet, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Healdsburg, CA",1347.0,1347.0,2438.0,5132.0,4592.0
"Heavener, OK",1347.0,1347.0,2438.0,5132.0,4592.0
"Heber City, UT",1347.0,1347.0,2438.0,5132.0,4592.0
"Hebron, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Hebron, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hector, AR",1347.0,1347.0,2438.0,5132.0,4592.0
"Heflin, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Hawthorne, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Heibuehl, Germany",1347.0,1347.0,2438.0,5132.0,4592.0
"Henderson, SC",1347.0,1347.0,2438.0,5132.0,4592.0
"Hennepin County, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Henning, TN",1347.0,1347.0,2438.0,5132.0,4592.0
"Henrietta, MO",1347.0,1347.0,2438.0,5132.0,4592.0
"Henry County, IN",1347.0,1347.0,2438.0,5132.0,4592.0
"Henryville, IN",1347.0,1347.0,2438.0,5132.0,4592.0
"Hephzibah, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hereford, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Herman, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hermitage, AR",1347.0,1347.0,2438.0,5132.0,4592.0
"Hermitage, TN",1347.0,1347.0,2438.0,5132.0,4592.0
"Hermosa Beach, CA",1347.0,1347.0,2438.0,5132.0,4592.0
"Herndon, VA",1347.0,1347.0,2438.0,5132.0,4592.0
"Heron Lake, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Hemingford, NE",1347.0,1347.0,2438.0,5132.0,4592.0
"Joy, IL",1347.0,1347.0,2438.0,5132.0,4592.0
"Hawkinsville, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Havre de Grace, MD",1347.0,1347.0,2438.0,5132.0,4592.0
"Hancock Co., OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Hanley, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Hanna, OK",1347.0,1347.0,2438.0,5132.0,4592.0
"Harare, Zimbabwe",1347.0,1347.0,2438.0,5132.0,4592.0
"Hardin County, KY",1347.0,1347.0,2438.0,5132.0,4592.0
"Hardin, MT",1347.0,1347.0,2438.0,5132.0,4592.0
"Harlem, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Harper, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Harris, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Harris, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Harrisburg, NC",1347.0,1347.0,2438.0,5132.0,4592.0
"Harrisville, WV",1347.0,1347.0,2438.0,5132.0,4592.0
"Harrodsburg, KY",1347.0,1347.0,2438.0,5132.0,4592.0
"Hartford, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hawkins County, TN",1347.0,1347.0,2438.0,5132.0,4592.0
"Hartington, NE",1347.0,1347.0,2438.0,5132.0,4592.0
"Hartley, IA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hartsond, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Hartsville, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Harvey, LA",1347.0,1347.0,2438.0,5132.0,4592.0
"Harvey, ND",1347.0,1347.0,2438.0,5132.0,4592.0
"Harwick, MA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hasbrouck Heights, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Hassfurt, Germany",1347.0,1347.0,2438.0,5132.0,4592.0
"Hastings, Australia",1347.0,1347.0,2438.0,5132.0,4592.0
"Hastings, MI",1347.0,1347.0,2438.0,5132.0,4592.0
"Hastings, OK",1347.0,1347.0,2438.0,5132.0,4592.0
"Hastings-on-Hudson, NY",1347.0,1347.0,2438.0,5132.0,4592.0
"Hatfield, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Haughton, LA",1347.0,1347.0,2438.0,5132.0,4592.0
"Hartland, WI",1347.0,1347.0,2438.0,5132.0,4592.0
"Manu'a, American Samoa",1347.0,1347.0,2438.0,5132.0,4592.0
"Kadena AFB, Okinawa",1347.0,1347.0,2438.0,5132.0,4592.0
"Kailua-Kona, HI",1347.0,1347.0,2438.0,5132.0,4592.0
"Ligonier, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Lilesville, NC",1347.0,1347.0,2438.0,5132.0,4592.0
"Limestone, NE",1347.0,1347.0,2438.0,5132.0,4592.0
"Lincoln County, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Lincoln County, SD",1347.0,1347.0,2438.0,5132.0,4592.0
"Lincoln Park, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Lincoln Township, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Lindsay, CA",1347.0,1347.0,2438.0,5132.0,4592.0
"Linwood, CA",1347.0,1347.0,2438.0,5132.0,4592.0
"Lisbon, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Litchfield, MN",1347.0,1347.0,2438.0,5132.0,4592.0
"Litchfield, NE",1347.0,1347.0,2438.0,5132.0,4592.0
"Litha Springs, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Llano, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Lockbourne, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Lockhart, AL",1347.0,1347.0,2438.0,5132.0,4592.0
"Locust Gap, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Lodi, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Loganville, GA",1347.0,1347.0,2438.0,5132.0,4592.0
"Lohne, Germany",1347.0,1347.0,2438.0,5132.0,4592.0
"Lomma, Sweden",1347.0,1347.0,2438.0,5132.0,4592.0
"Lone Wolf, OK",1347.0,1347.0,2438.0,5132.0,4592.0
"Long Island, VA",1347.0,1347.0,2438.0,5132.0,4592.0
"Long Valley, NJ",1347.0,1347.0,2438.0,5132.0,4592.0
"Longmont, CO",1347.0,1347.0,2438.0,5132.0,4592.0
"Loomis, AZ",1347.0,1347.0,2438.0,5132.0,4592.0
"Loomis, NE",1347.0,1347.0,2438.0,5132.0,4592.0
"Los Angeles, LA",1347.0,1347.0,2438.0,5132.0,4592.0
"Los Taques, Venezuela",1347.0,1347.0,2438.0,5132.0,4592.0
"Ligonier, IN",1347.0,1347.0,2438.0,5132.0,4592.0
"Lifford, Canada",1347.0,1347.0,2438.0,5132.0,4592.0
"Licking, MO",1347.0,1347.0,2438.0,5132.0,4592.0
"Licking Co., OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Leechburg, PA",1347.0,1347.0,2438.0,5132.0,4592.0
"Leflore, MS",1347.0,1347.0,2438.0,5132.0,4592.0
"Lehigh Acres, FL",1347.0,1347.0,2438.0,5132.0,4592.0
"Leighton, IA",1347.0,1347.0,2438.0,5132.0,4592.0
"Leipsic, OH",1347.0,1347.0,2438.0,5132.0,4592.0
"Leland, MS",1347.0,1347.0,2438.0,5132.0,4592.0
"Lena, MS",1347.0,1347.0,2438.0,5132.0,4592.0
"Lenapah, OK",1347.0,1347.0,2438.0,5132.0,4592.0
"Lenor City, TN",1347.0,1347.0,2438.0,5132.0,4592.0
"Leola, AR",1347.0,1347.0,2438.0,5132.0,4592.0
"Leoma, TN",1347.0,1347.0,2438.0,5132.0,4592.0
"Leon Co., TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Leonard, TX",1347.0,1347.0,2438.0,5132.0,4592.0
"Leonardtown, MD",1347.0,1347.0,2438.0,5132.0,4592.0
"Losa Angeles County, CA",1347.0,1347.0,2438.0,5132.0,4592.0
"Leone, American Samoa",1347.0,1347.0,2438.0,5132.0,4592.0
"Lesterville, WV",1347.0,1347.0,2438.0,5132.0,4592.0
